000000001|000000001|0000000000001200|0000000000000100|0000001199999700|00909|1
000000001|000000005|0000000000000996|0000000000001200|0000001199999700|00000|1
000000001|000000010|0000000000002812|0000000000000600|0000000059999400|00000|1
000000001|000000011|0000000000002538|0000000000000600|0000000059999400|00000|0
000000001|000000012|0000000000002538|0000000000000600|0000000059999400|00000|0
000000001|000000013|0000000000002538|0000000000000600|0000000059999400|00000|0
000000001|000000014|0000000000002538|0000000000000600|0000000059999400|00000|0
000000001|000000017|0000000000002538|0000000000000600|0000000059999400|00000|0
000000001|000000020|0000000000002812|0000000000000600|0000000059999400|00000|0
000000001|000000030|0000000000003483|0000000000001200|0000000119999700|00000|0
000000001|000000050|0000000000002238|0000000000001200|0000001199999700|00000|0
000000001|000000051|0000000000002238|0000000000001200|0000001199999700|00000|0
000000001|000000052|0000000000002237|0000000000001200|0000001199999700|00000|0
000000001|000000053|0000000000002237|0000000000001200|0000001199999700|00000|0
000000001|000000054|0000000000002238|0000000000001200|0000001199999700|00000|0
000000001|000000055|0000000000002237|0000000000001200|0000001199999700|00000|0
000000001|000000060|0000000000002238|0000000000001200|0000001199999700|00000|0
000000001|000000070|0000000000002052|0000000000002400|0000001199999700|00000|0
000000001|000000071|0000000000002052|0000000000002400|0000001199999700|00000|0
000000001|000000072|0000000000002052|0000000000002400|0000001199999700|00000|0
000000001|000000073|0000000000002052|0000000000002400|0000001199999700|00000|0
000000001|000000075|0000000000002052|0000000000002400|0000001199999700|00000|0
000000001|000000080|0000000000001589|0000000000002400|0000001199999700|00000|0
000000001|000000090|0000000000003209|0000000000001200|0000000119999700|00000|0
000000001|000000100|0000000000003209|0000000000001200|0000000119999700|00000|0
000000001|000000103|0000000000004323|0000000000001800|0000000179999100|00000|1
000000001|000000110|0000000000001772|0000000000001200|0000001199999700|00000|0
000000001|000000111|0000000000001772|0000000000001200|0000001199999700|00000|0
000000001|000000112|0000000000001772|0000000000001200|0000001199999700|00000|0
000000001|000000113|0000000000001772|0000000000001200|0000001199999700|00000|0
000000001|000000114|0000000000001772|0000000000001200|0000001199999700|00000|0
000000001|000000115|0000000000001772|0000000000001200|0000001199999700|00000|0
000000001|000000120|0000000000001772|0000000000001200|0000001199998800|00000|0
000000001|000000131|0000000000001744|0000000000000600|0000000059999400|00000|0
000000001|000000132|0000000000001744|0000000000000600|0000000059999400|00000|0
000000001|000000133|0000000000001744|0000000000000600|0000000059999400|00000|0
000000001|000000135|0000000000001744|0000000000000600|0000000059999400|00000|0
000000001|000000150|0000000000001815|0000000000000600|0000000059999400|00000|0
000000001|000000151|0000000000001813|0000000000000600|0000000059999400|00000|0
000000001|000000152|0000000000001813|0000000000000600|0000000059999400|00000|0
000000001|000000180|0000000000002252|0000000000000600|0000000059999400|00000|0
000000001|000000190|0000000000002252|0000000000000600|0000000059999400|00000|0
000000001|000000213|0000000000001896|0000000000000600|0000000059999400|00909|1
000000001|000000214|0000000000001637|0000000000000600|0000000059999400|00909|1
000000001|000000220|0000000000002578|0000000000001200|0000001199998800|00909|1
000000001|000000226|0000000000003210|0000000000001200|0000000119998800|00909|1
000000001|000000232|0000000000002219|0000000000001200|0000001199999700|00909|1
000000001|000000250|0000000000004461|0000000000002400|0000001199999700|00909|1
000000001|000000251|0000000000003415|0000000000000600|0000000059999400|00909|1
000000001|000000252|0000000000004817|0000000000002400|0000001199999700|00909|1
000000001|000000256|0000000000003415|0000000000000600|0000000059999400|00909|1
000000001|000000257|0000000000002698|0000000000000600|0000000059999400|00000|1
000000001|000000258|0000000000003006|0000000000000600|0000000059999400|00000|1
000000001|000000265|0000000000003793|0000000000002400|0000001199999700|00909|1
000000001|000000266|0000000000002263|0000000000000600|0000000059999400|00000|1
000000001|000000270|0000000000002831|0000000000001200|0000000119998800|00909|1
000000001|000000282|0000000000005031|0000000000001200|0000001199999700|00909|1
000000001|000000283|0000000000005384|0000000000001200|0000001199999700|00909|1
000000001|000000300|0000000000003668|0000000000001200|0000001199999700|00909|1
000000001|000000310|0000000000002382|0000000000001200|0000001199999700|00909|1
000000001|000000312|0000000000003099|0000000000001200|0000001199999700|00909|1
000000001|000000560|0000000000001448|0000000000001200|0000000119999700|00909|1
000000001|000000561|0000000000001630|0000000000001200|0000000119999700|00909|1
000000001|000000565|0000000000001500|0000000000001200|0000000119999700|00909|1
000000001|000000566|0000000000001673|0000000000001200|0000000119999700|00909|1
000000001|000000570|0000000000001261|0000000000000600|0000000059999400|00909|1
000000001|000000571|0000000000001372|0000000000000600|0000000059999400|00909|1
000000001|000000575|0000000000002119|0000000000001200|0000000059999400|00909|1
000000001|000000576|0000000000002119|0000000000001200|0000000059999400|00909|1
000000001|000000577|0000000000002119|0000000000001200|0000000059999400|00909|1
000000001|000000580|0000000000002093|0000000000001200|0000000059999400|00909|1
000000001|000000585|0000000000003147|0000000000001200|0000000059999400|00909|1
000000001|000000587|0000000000004345|0000000000000600|0000000059999400|00909|1
000000001|000000590|0000000000001082|0000000000001200|0000000119999700|00000|0
000000001|000000600|0000000000011418|0000000000000000|0000000000000000|00000|0
000000001|000000640|0000000000001037|0000000000000600|0000000059999400|00000|0
000000001|000000641|0000000000001037|0000000000000600|0000000059999400|00000|0
000000001|000000642|0000000000001037|0000000000000600|0000000009999900|00000|0
000000001|000000643|0000000000001037|0000000000000600|0000000059999400|00000|0
000000001|000000700|0000000000000997|0000000000001200|0000001199999700|00909|1
000000001|000000710|0000000000001128|0000000000001200|0000001199999700|00909|1
000000001|000001000|0000000000010909|0000000000000100|0000000000009900|00909|1
000000001|000001140|0000000000001744|0000000000000600|0000000059999400|00000|0
000000001|000001641|0000000000002953|0000000000000260|0000000099999900|00909|1
000000001|000001920|0000000000003879|0000000000002400|0000000239998500|00000|1
000000001|000001921|0000000000007407|0000000000001200|0000000119999700|00000|1
000000001|000001922|0000000000003123|0000000000001200|0000000119999700|00909|1
000000001|000002001|0000000000002045|0000000000000100|0000000099999900|00909|1
000000001|000002005|0000000000002494|0000000000000100|0000000099999900|00000|1
