22969759000110|000675701      |B|6757           |20170404|0|00000016747|        |00000000000|31170301831532000133550030000067571229757093
02876755000180|033052001      |B|330520         |20180903|0|00000015524|        |00000000000|31180801831532000133550030003305201028520089
02876755000180|031681301      |B|316813         |20180813|0|00000009847|        |00000000000|31180701831532000133550030003168131028813181
02876755000180|032140001      |B|321400         |20180820|0|00000014793|        |00000000000|31180701831532000133550030003214001028400252
64383581000170|033163001      |B|331630         |20180817|0|00000055711|        |00000000000|31180801831532000133550030003316301643630091
09512834000150|031178402      |B|311784         |20180719|0|00000305292|        |00000000000|31180701831532000133550030003117841095784124
26587539000182|098562602      |B|985626         |20170208|0|00000058353|        |00000000000|31170201831532000133550020009856261265626014
09512834000150|031738201      |B|317382         |20180726|0|00000660372|        |00000000000|31180701831532000133550030003173821095382191
00825715000183|033056901      |B|330569         |20180815|0|00000018347|        |00000000000|31180801831532000133550030003305691008569083
15118187000361|033143501      |B|331435         |20180816|0|00000011313|        |00000000000|31180801831532000133550030003314351151435096
17730665000153|023306302      |B|233063         |20180326|0|00000047192|        |00000000000|31180301831532000133550030002330631177063197
10209102000175|032864301      |B|328643         |20180813|0|00000025690|        |00000000000|31180801831532000133550030003286436102643065
01933610000100|033047901      |B|330479         |20180815|0|00000032382|        |00000000000|31180801831532000133550030003304791019479081
11388401000187|023234701      |B|232347         |20180323|0|00000014144|        |00000000000|31180301831532000133550030002323476113347169
15509027000181|032847801      |B|328478         |20180813|0|00000084084|        |00000000000|31180801831532000133550030003284786155478063
64437890000186|032961003      |B|329610         |20180814|0|00000035265|        |00000000000|31180801831532000133550030003296101644610078
17383492000144|033101401      |B|331014         |20180816|0|00000006891|        |00000000000|31180801831532000133550030003310141173014091
18741504000128|032957302      |B|329573         |20180814|0|00000054333|        |00000000000|31180801831532000133550030003295731187573072
71399992000110|032763301      |B|327633         |20180810|0|00000018036|        |00000000000|31180801831532000133550030003276336713633031
19618553000130|076541701      |B|765417         |20160212|0|00000027625|        |00000000000|31160201831532000133550020007654171196417054
21053196000152|032847901      |B|328479         |20180813|0|00000203572|        |00000000000|31180801831532000133550030003284796210479060
17340266000186|033049601      |B|330496         |20180815|0|00000037010|        |00000000000|31180801831532000133550030003304961173496080
17403205000110|033065201      |B|330652         |20180816|0|00000011666|        |00000000000|31180801831532000133550030003306521174652082
13887578000153|091009001      |B|910090         |20161024|0|00000020356|        |00000000000|31161001831532000133550020009100901138090178
10319375000768|031753401      |O|317534         |20180913|0|00000052588|        |00000000000|31180701831532000133550030003175341103534190
00070509002405|032418201      |O|324182         |20180924|0|00000007968|        |00000000000|31180701831532000133550030003241821000182300
10319375000253|028730601      |O|287306         |20180808|0|00000131464|        |00000000000|31180601831532000133550030002873061103306131
10319375001306|028789801      |O|287898         |20180808|0|00000120344|        |00000000000|31180601831532000133550030002878981103898135
00070509001000|028790401      |O|287904         |20180808|0|00000124882|        |00000000000|31180601831532000133550030002879041000904131
00070509001344|032514901      |O|325149         |20180925|0|00000048666|        |00000000000|31180701831532000133550030003251491000149310
00070509000615|032603101      |O|326031         |20180926|0|00000006468|        |00000000000|31180801831532000133550030003260311000031016
10319375000334|030924902      |O|309249         |20180807|0|00000035387|        |00000000000|31180701831532000133550030003092491103249098
10319375001306|031063802      |O|310638         |20180905|0|00000076042|        |00000000000|31180701831532000133550030003106381103638117
00070509000534|031083001      |O|310830         |20180905|0|00000254154|        |00000000000|31180701831532000133550030003108301000830115
00070509000372|028747501      |O|287475         |20180808|0|00000101672|        |00000000000|31180601831532000133550030002874751000475138
00070509003126|030634701      |O|306347         |20180802|0|00000005024|        |00000000000|31180701831532000133550030003063471000347051
00070509003207|032588602      |O|325886         |20180926|0|00000006468|        |00000000000|31180801831532000133550030003258861000886019
07399636000288|032604801      |O|326048         |20180926|0|00000022506|        |00000000000|31180801831532000133550030003260481073048013
00070509002669|031069801      |O|310698         |20180905|0|00000013050|        |00000000000|31180701831532000133550030003106981000698115
00070509003550|030372301      |O|303723         |20180731|0|00000045456|        |00000000000|31180701831532000133550030003037231000723033
00070509002669|030480101      |O|304801         |20180801|0|00000015929|        |00000000000|31180701831532000133550030003048011000801045
10319375000504|031650601      |O|316506         |20180912|0|00000012226|        |00000000000|31180701831532000133550030003165061103506189
10319375000504|032420101      |O|324201         |20180924|0|00000037320|        |00000000000|31180701831532000133550030003242011103201304
00070509001182|028705301      |O|287053         |20180808|0|00000105980|        |00000000000|31180601831532000133550030002870531000053137
00070509001930|028782601      |O|287826         |20180808|0|00000036828|        |00000000000|31180601831532000133550030002878261000826132
00070509003207|031131201      |O|311312         |20180905|0|00000017520|        |00000000000|31180701831532000133550030003113121000312113
00070509001182|030372101      |O|303721         |20180731|0|00000077202|        |00000000000|31180701831532000133550030003037211000721036
10319375001306|029805001      |O|298050         |20180724|0|00000107796|        |00000000000|31180601831532000133550030002980501103050269
00070509000453|029805501      |O|298055         |20180724|0|00000087990|        |00000000000|31180601831532000133550030002980551000055264
00070509003479|032525401      |O|325254         |20180925|0|00000079890|        |00000000000|31180701831532000133550030003252541000254314
10319375001497|032579302      |O|325793         |20180926|0|00000006468|        |00000000000|31180801831532000133550030003257931103793012
00070509002588|032585301      |O|325853         |20180926|0|00000006468|        |00000000000|31180801831532000133550030003258531000853012
00070509000615|031057101      |O|310571         |20180905|0|00000011928|        |00000000000|31180701831532000133550030003105711000571116
00070509001778|031083901      |O|310839         |20180905|0|00000008160|        |00000000000|31180701831532000133550030003108391000839118
00070509002405|030378801      |O|303788         |20180731|0|00000039936|        |00000000000|31180701831532000133550030003037881000788032
10319375000849|030379001      |O|303790         |20180731|0|00000106150|        |00000000000|31180701831532000133550030003037901103790038
00070509003207|030380002      |O|303800         |20180731|0|00000026280|        |00000000000|31180701831532000133550030003038001000800039
10319375000334|029805701      |O|298057         |20180724|0|00000187588|        |00000000000|31180601831532000133550030002980571103057264
00070509000534|031653501      |O|316535         |20180912|0|00000096132|        |00000000000|31180701831532000133550030003165351000535188
10319375001497|032419601      |O|324196         |20180924|0|00000084334|        |00000000000|31180701831532000133550030003241961103196309
10319375001497|028727901      |O|287279         |20180808|0|00000123816|        |00000000000|31180601831532000133550030002872791103279135
00070509003126|030634801      |O|306348         |20180802|0|00000115256|        |00000000000|31180701831532000133550030003063481000348055
00070509001859|032585901      |O|325859         |20180926|0|00000006468|        |00000000000|31180801831532000133550030003258591000859014
18983312000128|032286101      |B|322861         |20180812|0|00000472222|        |00000000000|31180701831532000133550030003228611189861261
26661606000161|032207201      |B|322072         |20180812|0|00000238036|        |00000000000|31180701831532000133550030003220721266072262
03083231002067|031203201      |B|312032         |20180823|0|00000142416|        |00000000000|31180701831532000133550030003120321030032128
03083231002067|031780701      |B|317807         |20180830|0|00000209575|        |00000000000|31180701831532000133550030003178071030807190
01928075007960|033023101      |B|330231         |20180912|0|00000039568|        |00000000000|31180801831532000133550030003302311019231085
01928075008850|032509101      |B|325091         |20180904|0|00000024436|        |00000000000|31180701831532000133550030003250911019091316
01928075006726|031141601      |B|311416         |20180815|0|00000058222|        |00000000000|31180701831532000133550030003114161019416113
01928075012882|031140501      |B|311405         |20180815|0|00000092719|        |00000000000|31180701831532000133550030003114051019405118
01928075006726|030552601      |B|305526         |20180808|0|00000050683|        |00000000000|31180701831532000133550030003055261019526047
01928075000523|030296001      |B|302960         |20180806|0|00000009649|        |00000000000|31180701831532000133550030003029601019960022
01928075012882|033060001      |B|330600         |20180912|0|00000053362|        |00000000000|31180801831532000133550030003306001019600086
01928075000795|032766501      |B|327665         |20180907|0|00000020448|        |00000000000|31180801831532000133550030003276656019665033
01928075003549|031140101      |B|311401         |20180815|0|00000037662|        |00000000000|31180701831532000133550030003114011019401113
01928075001686|032132201      |B|321322         |20180829|0|00000107110|        |00000000000|31180701831532000133550030003213221019322254
01928075003115|032285901      |B|322859         |20180830|0|00000020448|        |00000000000|31180701831532000133550030003228591019859268
01928075012530|031707101      |B|317071         |20180822|0|00000012780|        |00000000000|31180701831532000133550030003170711019071180
01928075012882|032624601      |B|326246         |20180905|0|00000104944|        |00000000000|31180801831532000133550030003262461019246011
01928075010243|032678701      |B|326787         |20180906|0|00000008607|        |00000000000|31180801831532000133550030003267871019787020
01928075010758|030794602      |B|307946         |20180813|0|00000037875|        |00000000000|31180701831532000133550030003079461019946082
01928075009903|031308901      |B|313089         |20180817|0|00000006192|        |00000000000|31180701831532000133550030003130891019089132
01928075000280|030955601      |B|309556         |20180814|0|00000139525|        |00000000000|31180701831532000133550030003095561019556105
01928075008346|030283502      |B|302835         |20180806|0|00000062508|        |00000000000|31180701831532000133550030003028351019835025
01928075013501|031103301      |B|311033         |20180815|0|00004085358|        |00000000000|31180701831532000133550030003110331019033116
01928075003549|031706101      |B|317061         |20180822|0|00000034850|        |00000000000|31180701831532000133550030003170611019061189
01928075006726|032623401      |B|326234         |20180905|0|00000027332|        |00000000000|31180801831532000133550030003262341019234012
01928075000957|030990301      |B|309903         |20180814|0|00000117380|        |00000000000|31180701831532000133550030003099031019903105
01928075002739|032792601      |B|327926         |20180907|0|00000002556|        |00000000000|31180801831532000133550030003279266019926030
01928075006726|032175801      |B|321758         |20180829|0|00000020525|        |00000000000|31180701831532000133550030003217581019758251
01928075008184|030541301      |B|305413         |20180808|0|00000059892|        |00000000000|31180701831532000133550030003054131019413044
01928075008184|031707701      |B|317077         |20180822|0|00000087864|        |00000000000|31180701831532000133550030003170771019077182
01928075008184|032160601      |B|321606         |20180829|0|00000065059|        |00000000000|31180701831532000133550030003216061019606255
01928075001090|031581401      |B|315814         |20180821|0|00000025560|        |00000000000|31180701831532000133550030003158141019814173
01928075011304|030674801      |B|306748         |20180809|0|00000019981|        |00000000000|31180701831532000133550030003067481019748050
01928075009903|030878201      |B|308782         |20180813|0|00000025093|        |00000000000|31180701831532000133550030003087821019782098
01928075010324|032133001      |B|321330         |20180829|0|00000066451|        |00000000000|31180701831532000133550030003213301019330259
01928075003700|032132501      |B|321325         |20180829|0|00000038812|        |00000000000|31180701831532000133550030003213251019325255
01928075003549|030542101      |B|305421         |20180808|0|00000063512|        |00000000000|31180701831532000133550030003054211019421049
01928075002305|031581601      |B|315816         |20180821|0|00000044981|        |00000000000|31180701831532000133550030003158161019816170
01928075003700|031654101      |B|316541         |20180822|0|00000067338|        |00000000000|31180701831532000133550030003165411019541180
03409278000105|032987101      |B|329871         |20180818|0|00000027968|        |00000000000|31180801831532000133550030003298711034871079
12144805000198|033026901      |B|330269         |20180818|0|00000089268|        |00000000000|31180801831532000133550030003302691121269085
23361300000100|031429601      |B|314296         |20180726|0|00000211110|        |00000000000|31180701831532000133550030003142961233296160
19981315000195|033016401      |B|330164         |20180818|0|00000074430|        |00000000000|31180801831532000133550030003301641199164085
22760078000147|033074501      |B|330745         |20180819|0|00000038886|        |00000000000|31180801831532000133550030003307451227745080
29517524000136|033146402      |B|331464         |20180820|0|00000014940|        |00000000000|31180801831532000133550030003314641295464095
29517524000136|032768301      |B|327683         |20180813|0|00000060950|        |00000000000|31180801831532000133550030003276836295683030
23197585000187|032804701      |B|328047         |20180813|0|00000015232|        |00000000000|31180801831532000133550030003280476231047031
